type,rule_id,text,confidence_pct,company_id
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,JSWSTEEL
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,LICI
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,LICI
pro,PR03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,LICI
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,LICI
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,LICI
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,LICI
con,CR03,Operating margins are weak and may indicate pricing or cost pressure.,85,LICI
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,LICI
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,LICI
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,POWERGRID
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,POWERGRID
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,POWERGRID
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,POWERGRID
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,POWERGRID
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,POWERGRID
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TATAPOWER
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,TATAPOWER
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TATAPOWER
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TATAPOWER
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,TATAMOTORS
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TATAMOTORS
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,TATAMOTORS
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TATAMOTORS
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TATAMOTORS
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,DMART
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,DMART
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,DMART
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,DMART
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,DMART
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,DMART
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,DMART
con,CR03,Operating margins are weak and may indicate pricing or cost pressure.,85,DMART
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,DMART
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,DMART
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,CANBK
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,CANBK
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,CANBK
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,CANBK
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,CANBK
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,CANBK
con,CR01,Debt-to-equity ratio of 14.87 is elevated and warrants monitoring.,95,CANBK
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,CANBK
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,CANBK
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,CANBK
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,CIPLA
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,CIPLA
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,CIPLA
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,CIPLA
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,CIPLA
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,CIPLA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,CIPLA
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,CIPLA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,CIPLA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,CIPLA
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,CHOLAFIN
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,CHOLAFIN
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,CHOLAFIN
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,CHOLAFIN
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,CHOLAFIN
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,CHOLAFIN
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,CHOLAFIN
con,CR01,Debt-to-equity ratio of 6.86 is elevated and warrants monitoring.,95,CHOLAFIN
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,CHOLAFIN
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,CHOLAFIN
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,CHOLAFIN
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,CHOLAFIN
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,JSWENERGY
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,JSWENERGY
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,JSWENERGY
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,JSWENERGY
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,JSWENERGY
con,CR05,Revenue growth below 5% over five years indicates limited business momentum.,85,JSWENERGY
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,JSWENERGY
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,JSWENERGY
con,CR12,"Long-term revenue growth remains below 5%, indicating limited business expansion.",80,JSWENERGY
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,JSWENERGY
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,JSWENERGY
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,DLF
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,DLF
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,DLF
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,DLF
con,CR05,Revenue growth below 5% over five years indicates limited business momentum.,85,DLF
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,DLF
con,CR12,"Long-term revenue growth remains below 5%, indicating limited business expansion.",80,DLF
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,DLF
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,DLF
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,DRREDDY
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,DRREDDY
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,DRREDDY
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,DRREDDY
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,DRREDDY
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,DRREDDY
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,DRREDDY
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,DRREDDY
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,DRREDDY
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,SUNPHARMA
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,SUNPHARMA
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,SUNPHARMA
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,SUNPHARMA
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,SUNPHARMA
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,SUNPHARMA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,SUNPHARMA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,SUNPHARMA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,SUNPHARMA
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,JINDALSTEL
con,CR05,Revenue growth below 5% over five years indicates limited business momentum.,85,JINDALSTEL
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,JINDALSTEL
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,JINDALSTEL
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,JIOFIN
pro,PR03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,JIOFIN
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,JIOFIN
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,JIOFIN
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,JIOFIN
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,JIOFIN
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,JIOFIN
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,RECLTD
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,RECLTD
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,RECLTD
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,RECLTD
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,RECLTD
con,CR01,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,95,RECLTD
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,RECLTD
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,RECLTD
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,RECLTD
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,IRCTC
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,IRCTC
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,IRCTC
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,IRCTC
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,IRCTC
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,IRCTC
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,IRCTC
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,IRCTC
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,IRCTC
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,IRCTC
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,IRCTC
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,IRCTC
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,IRFC
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,IRFC
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,IRFC
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,IRFC
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,IRFC
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,IRFC
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,IRFC
con,CR01,Debt-to-equity ratio of 8.38 is elevated and warrants monitoring.,95,IRFC
con,CR06,Interest coverage below 1.5x indicates elevated debt servicing risk.,95,IRFC
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,IRFC
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,IRFC
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,IRFC
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,ITC
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,ITC
pro,PR03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,ITC
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,ITC
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,ITC
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,ITC
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,ITC
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,ITC
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,ITC
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,COALINDIA
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,COALINDIA
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,COALINDIA
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,COALINDIA
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,COALINDIA
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,COALINDIA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,COALINDIA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,COALINDIA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,COALINDIA
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,GODREJCP
con,CR04,Company reported a net loss in the most recent financial year.,95,GODREJCP
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,GODREJCP
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,GODREJCP
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,LT
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,LT
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,LT
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,LT
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,LT
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,BEL
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,BEL
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,BEL
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BEL
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,BEL
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BEL
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BEL
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TCS
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,TCS
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,TCS
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,TCS
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TCS
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TCS
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,LODHA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,LODHA
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,LODHA
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,LODHA
con,CR05,Revenue growth below 5% over five years indicates limited business momentum.,85,LODHA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,LODHA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,LODHA
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,BHARTIARTL
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,BHARTIARTL
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,BHARTIARTL
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,BHARTIARTL
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,BHARTIARTL
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BHARTIARTL
con,CR01,Debt-to-equity ratio of 2.61 is elevated and warrants monitoring.,95,BHARTIARTL
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BHARTIARTL
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BHARTIARTL
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,BRITANNIA
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,BRITANNIA
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,BRITANNIA
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,BRITANNIA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BRITANNIA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BRITANNIA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BRITANNIA
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,AXISBANK
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,AXISBANK
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,AXISBANK
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,AXISBANK
con,CR01,Debt-to-equity ratio of 8.25 is elevated and warrants monitoring.,95,AXISBANK
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,AXISBANK
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,AXISBANK
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,AXISBANK
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,AXISBANK
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,TITAN
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TITAN
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,TITAN
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,TITAN
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,TITAN
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,TITAN
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,TITAN
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TITAN
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TITAN
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,BAJAJ-AUTO
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,BAJAJ-AUTO
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,BAJAJ-AUTO
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,BAJAJ-AUTO
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BAJAJ-AUTO
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BAJAJ-AUTO
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BAJAJ-AUTO
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TECHM
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,TECHM
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,TECHM
con,CR03,Operating margins are weak and may indicate pricing or cost pressure.,85,TECHM
con,CR07,Dividend payout above 100% may be unsustainable.,90,TECHM
con,CR09,"Earnings per share have declined for three consecutive years, indicating weakening profitability.",90,TECHM
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TECHM
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TECHM
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,PNB
con,CR01,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,95,PNB
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,PNB
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,PNB
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,PNB
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,PNB
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,PIDILITIND
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,PIDILITIND
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,PIDILITIND
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,PIDILITIND
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,PIDILITIND
pro,PR12,Growing asset base funded with declining borrowings reflects self-sustaining growth.,85,PIDILITIND
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,PIDILITIND
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,PIDILITIND
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,LTIM
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,LTIM
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,LTIM
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,LTIM
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,LTIM
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,LTIM
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,LTIM
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,LTIM
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,LTIM
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,M&M
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,M&M
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,M&M
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,M&M
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,M&M
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,M&M
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,BANKBARODA
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,BANKBARODA
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,BANKBARODA
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,BANKBARODA
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,BANKBARODA
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BANKBARODA
con,CR01,Debt-to-equity ratio of 12.14 is elevated and warrants monitoring.,95,BANKBARODA
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,BANKBARODA
con,CR10,Return on capital employed below 10% suggests weak capital efficiency.,90,BANKBARODA
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BANKBARODA
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BANKBARODA
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,BAJFINANCE
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,BAJFINANCE
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,BAJFINANCE
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,BAJFINANCE
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,BAJFINANCE
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,BAJFINANCE
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,BAJFINANCE
con,CR01,Debt-to-equity ratio of 3.82 is elevated and warrants monitoring.,95,BAJFINANCE
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,BAJFINANCE
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BAJFINANCE
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BAJFINANCE
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,BAJAJHLDNG
pro,PR03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95,BAJAJHLDNG
pro,PR04,Revenue growing above 15% CAGR over five years reflects strong business momentum.,90,BAJAJHLDNG
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,BAJAJHLDNG
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,BAJAJHLDNG
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,BAJAJHLDNG
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,BAJAJHLDNG
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,BAJAJHLDNG
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,TORNTPHARM
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,TORNTPHARM
pro,PR05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90,TORNTPHARM
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,TORNTPHARM
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,TORNTPHARM
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,TORNTPHARM
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,TORNTPHARM
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,TORNTPHARM
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,TORNTPHARM
pro,PR01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95,ASIANPAINT
pro,PR02,Strong free cash flow generation indicates healthy business fundamentals.,90,ASIANPAINT
pro,PR06,Net profit compounding above 20% over five years creates significant shareholder value.,90,ASIANPAINT
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,ASIANPAINT
pro,PR08,Healthy dividend payout reflects management's commitment to shareholder returns.,75,ASIANPAINT
pro,PR09,EPS growing above 15% CAGR indicates strong earnings quality and long-term compounding.,90,ASIANPAINT
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,ASIANPAINT
con,CR08,"Debt-to-equity ratio has increased for three consecutive years, indicating rising leverage risk.",90,ASIANPAINT
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,ASIANPAINT
con,CR99,"Monitor valuation, competition, and future growth expectations despite strong fundamentals.",50,ASIANPAINT
pro,PR07,Very high interest coverage reflects negligible financial stress from debt servicing.,90,AMBUJACEM
pro,PR11,Profit growing faster than revenue indicates improving operating leverage and scale benefits.,85,AMBUJACEM
con,CR02,Negative free cash flow raises concerns about cash generation quality.,90,AMBUJACEM
con,CR05,Revenue growth below 5% over five years indicates limited business momentum.,85,AMBUJACEM
pro,PR99,Business has stable operations despite not triggering major quantitative strengths.,50,AMBUJACEM
